unit_code,year,unit_period,description,handbook_url,unit_rules,assessments,has_final_exam,unit_name
STAT6175,2024,"['Session 1 - Online-scheduled-In person assessment', 'Session 1 - In person-scheduled-weekday', 'Session 2 - Online-scheduled-In person assessment', 'Session 2 - In person-scheduled-weekday']","This unit discusses statistical modelling in general and in particular demonstrates the wide applicability of linear and generalized linear models. Topics include multiple linear regression, logistic regression and Poisson regression. The emphasis is on practical issues in data analysis with some reference to the theoretical background. Statistical packages are used for both model fitting and diagnostic testing.",https://coursehandbook.mq.edu.au/2024/units/STAT6175/,"{'NCCW (pre-2020 units)': ['STAT375'], 'prerequisite': ['((STAT6170 or STAT670) and (BCA802 or STAT8602 or MATH604 or MATH6904)) or (Admission to MDataSc and (STAT6170 or STAT670))'], 'corequisite': ['STAT6180 or STAT680 or STAT6183 or STAT683'], 'Co-badge': ['STAT3175']}","{'Assignment 1': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Reinforce and apply the concepts covered in lectures and the skills learned in SGTA classes, through data analysis.</p>'}, 'Assignment 2': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Reinforce and apply the concepts covered in lectures and the skills learned in SGTA classes, through data analysis.</p>'}, 'Final examination': {'assessment_type': 'Examination', 'assessment_weight': '55', 'assessment_hurdle': 'No', 'assessment_description': '<p>Formal\xa0invigilated\xa0examination testing the learning outcomes of the unit.</p>'}, 'Assignment 3': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Reinforce and apply the concepts covered in lectures and the skills learned in SGTA classes, through data analysis.</p>'}}",True,Linear Models
COMP6210,2024,"['Session 2 - In person-scheduled-weekday', 'Session 1 - In person-scheduled-weekday']","<p>Even simple tasks like counting elements can seem impossible when the amount of data to process is huge. This unit explores some of the key aspects related to processing and mining information from large volumes of data. We present technology commonly used in industry such as map-reduce, and show how a range of data processing methods can be realised using map-reduce. Especial emphasis will be placed in the adaptation of data mining techniques for large volumes of data and for data streaming.</p>",https://coursehandbook.mq.edu.au/2024/units/COMP6210/,"{'NCCW (pre-2020 units)': ['COMP336'], 'prerequisite': ['COMP6200 or Admission to MInfoTechNetworking'], 'Co-badge': ['COMP3210']}","{'Assignment 1': {'assessment_type': 'Programming Task', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>In this assignment, you need to implement and discuss scalable algorithms (e.g., using Hadoop and MapReduce) to process Big Data.</p>'}, 'Final examination': {'assessment_type': 'Examination', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>The final exam will focus on the theoretical aspects of the unit, including algorithms and implementation issues.</p>'}, 'Assignment 2': {'assessment_type': 'Project', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>In this group assignment, you will\xa0 write a project plan, implement big data processing algorithms, and present the results of your work.</p>'}}",True,Big Data
COMP6420,2024,"['Session 2 - In person-scheduled-weekday', 'Session 1 - In person-scheduled-weekday']","<p>Availability of digital data in increasingly larger volumes, both as text and images, has enabled machine learning to provide effective solutions to applications that require intelligent processing of text and images. This unit explores the use of Artificial Intelligence techniques, in particular deep learning techniques, for tasks related to the processing of text and computer vision. Application areas include text search, sentiment analysis, information extraction, and image recognition.</p>",https://coursehandbook.mq.edu.au/2024/units/COMP6420/,{'prerequisite': ['COMP6200']},"{'Assignment 1': {'assessment_type': 'Programming Task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Implement a simple text processing or computer vision application that uses pre-packaged tools.</p>'}, 'Assignment 3': {'assessment_type': 'Programming Task', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>Implement a text or computer vision application that uses complex deep learning techniques and realistic data which may require preprocessing or cleaning.</p>'}, 'Assignment 2': {'assessment_type': 'Programming Task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Implement a text processing or computer vision application that uses simple deep learning techniques.</p>'}, 'Final Exam': {'assessment_type': 'Examination', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>The final exam will focus on the theoretical aspects of the unit. There will be few questions about implementation issues.</p>'}}",True,Artificial Intelligence for Text and Vision
COMP8240,2024,['Session 2 - In person-scheduled-weekday'],"This unit deals with the application of Data Science techniques to the analysis of data in a research context.   Topics covered include the management of data and keeping track of intermediate results, small and large scale data processing techniques, scripting experiments, version control for source code and data, the problem of replication of research results, data publication and presentation of results in various forms.   Students will complete a significant data analysis project that will use available data sets to address a research question and present results to a well defined target audience.",https://coursehandbook.mq.edu.au/2024/units/COMP8240/,"{'prerequisite': ['COMP6200 or COMP6210 or ITEC657'], 'NCCW (pre-2020 units)': ['COMP777, ITEC876'], 'Co-badge': ['COMP7860']}","{'Project Update Presentation': {'assessment_type': 'Presentation', 'assessment_weight': '5', 'assessment_hurdle': 'No', 'assessment_description': '<p>This presentation will give an update on the state of the project.\xa0\xa0The workload for the task includes the time spent on the project needed for the presentation, as well as the presentation itself.</p>'}, 'Practical Assignments': {'assessment_type': 'Practice-based task', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>There will be some small practical assignments during the semester, linked to the lecture material and weekly practical exercises.</p>'}, 'Final Presentation': {'assessment_type': 'Presentation', 'assessment_weight': '5', 'assessment_hurdle': 'No', 'assessment_description': '<p>This presentation will describe to an audience\xa0the results of your project. \xa0Feedback from the presentation can be incorporated into\xa0the final report.\xa0\xa0The workload for the task includes the time spent on the project needed for the presentation, as well as the presentation itself.</p>'}, 'Exam': {'assessment_type': 'Examination', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Final examination.</p>'}, 'Project Proposal Presentation': {'assessment_type': 'Presentation', 'assessment_weight': '5', 'assessment_hurdle': 'No', 'assessment_description': '<p>Part of the assessment for the unit will be built around a single project you will devise, as part of a small group. \xa0This initial presentation is to pitch the idea to the audience (lecturers and students):\xa0explain the data you&#39;ll be using,\xa0give any relevant background, and outline a plan for tackling the project.\xa0\xa0The workload for the task includes the time spent on the project needed for the presentation, as well as the presentation itself.</p>'}, 'Final Report': {'assessment_type': 'Report', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>This report\xa0will describe the completed\xa0project as a whole: what the goals were, what data was used, how it was processed, and what the results were relative to the goals.\xa0 It may also include any related programs written as part of the project, etc.</p>'}}",False,Applications of Data Science
COMP8440,2024,['To be determined - '],"<p>Automation of decision making has been part of AI for a long time. It is becoming more important with the entrenched position of AI in modern life. In this unit students will be exposed to historical, foundational, cognitive, socio-cultural as well as implementational aspects of automatic decision making. Students will evaluate the kinds of decisions that are amenable to automation, the sources of data that are required, and the kinds of systems that can be built to complete the task. </p>",https://coursehandbook.mq.edu.au/2024/units/COMP8440/,{'prerequisite': ['COMP6200']},"{'Business Case Development ': {'assessment_type': 'Project', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Develop a business case for deployment of an automated decision system in an organisation.</p>'}, 'System Evaluation': {'assessment_type': 'Qualitative analysis task', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Evaluate an existing product or system for a given task using available data.</p>'}, 'Workshop Tasks': {'assessment_type': 'Participatory task', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Small tasks each week to be completed during the workshop</p>'}, 'Reflective Report': {'assessment_type': 'Reflective Writing', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>A reflective report on the student&#39;s experience in the unit and their vision of the impact of automated decision making on industry practice.</p>'}}",False,Automated Decision Making in Business
STAT8150,2024,"['Session 1 - Online-scheduled-weekday', 'Session 1 - In person-scheduled-weekday']","<p>This unit offers a comprehensive introduction to the fundamental concepts and methodologies of Bayesian analysis, highlighting the critical distinctions between Bayesian and frequentist statistical methods. Students will gain an understanding of single-parameter and multi-parameter models and explore various Bayesian computation techniques, including Bayesian regression models such as linear, GLM, and hierarchical models. Emphasis will be placed on the computational aspects of Bayesian data analysis, leveraging modern computational tools and techniques, including Markov Chain Monte Carlo methods like Gibbs sampling and Metropolis sampling. In addition, hands-on experience with statistical software will be provided to enable students to perform analyses effectively.</p>",https://coursehandbook.mq.edu.au/2024/units/STAT8150/,"{'NCCW (pre-2020 units)': ['STAT750, STAT850'], 'prerequisite': ['STAT806 or STAT810 or STAT6110 or STAT8310 or (Admission to BMathScMAppStat and permission by special approval)']}","{'Report 1': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Written assignment</p>'}, 'Report 2': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '15', 'assessment_hurdle': 'No', 'assessment_description': '<p>Written assignment</p>'}, 'Final Exam': {'assessment_type': 'Examination', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>Formal invigilated examination testing the learning outcomes of the unit.</p>'}, 'Media presentation': {'assessment_type': 'Media presentation', 'assessment_weight': '20', 'assessment_hurdle': 'No', 'assessment_description': '<p>Pre-recorded Media presentation</p>'}}",True,Bayesian Data Analysis
COMP8230,2024,['Session 1 - In person-scheduled-weekday'],"<p>Unstructured data, like text data, graph data, audios, and videos widely exist in our daily life. Efficiently and effectively mining the unstructured data are significant and acting as the backbone in many real applications, like machine translation, face recognition, and link prediction. This unit will introduce key concepts in unstructured data mining, including specific algorithms and techniques for unstructured data cleaning, pattern mining, knowledge discovery, and the prediction of unstructured data. By taking this unit you will be given a broad view of the general issues surrounding unstructured data and the application of methodologies and algorithms to such a type of data. You will have the chance to explore an assortment of unstructured data mining techniques, which you will apply to solve problems involved in real scenarios.</p>",https://coursehandbook.mq.edu.au/2024/units/COMP8230/,"{'prerequisite': ['COMP6200 or ITEC657'], 'NCCW (pre-2020 units)': ['ITEC872']}","{'Problem Analysis': {'assessment_type': 'Portfolio', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will be given a sample problem and will discuss the relevant data mining techniques and develop a plan to explore the problem and deliver a presentation.</p>'}, 'Weekly Submission': {'assessment_type': 'Quiz/Test', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will be marked based on their answers on weekly submissions.</p>'}, 'Literature Review': {'assessment_type': 'Portfolio', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Review of work relevant to one of the topics presented in the unit and deliver a presentation.</p>'}, 'Report on Data Mining in Industry': {'assessment_type': 'Portfolio', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will write a report and deliver a presentation on an aspect of the application of unstructured data mining in an industry context.</p>'}}",False,Mining Unstructured Data
STAT8178,2023,"['Session 1 - Online-scheduled-weekday', 'Session 1 - In person-scheduled-weekday']","<p>This unit offers students the opportunity to study some modern computational methods in statistics. The first half of the unit covers maximum likelihood computations, penalised likelihood, missing data and the EM algorithm. The second half considers Kernel density estimation, Kernel regression, quantile regression and inferences using Monte-Carlo and bootstrapping methods. State-of-the-art computing softwares are used.</p>",https://coursehandbook.mq.edu.au/2023/units/STAT8178/,"{'prerequisite': ['(STAT806 or STAT810 or STAT8310 or STAT6110) or (Admission to MBusAnalytics and BUSA8000 and ECON8040) '], 'NCCW (pre-2020 units)': ['STAT878']}","{'Assignment 1': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will write code and interpret output in order to answer statistical questions. Students may work on the assignment on their own computers or using University resources.</p>'}, 'Assignment 2': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will write code and interpret output in order to answer statistical questions. Students may work on the assignment on their own computers or using University resources.</p>'}, 'Assignment 3': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Students will write code and interpret output in order to answer statistical questions. Students may work on the assignment on their own computers or using University resources.\xa0</p>'}}",False,Modern Computational Statistical Methods
STAT8123,2023,"['Session 2 - Online-scheduled-weekday', 'Session 2 - In person-scheduled-weekday']","<p>We present the principles of effective graphical presentation, set them in a historical context and apply them to a variety of statistical data sets. Emphasis is given to use of modern multivariate graphical techniques such as trellis/lattice graphs and mosaic plots to show a variety of displays of data and model fits, and to display model consistency with data. To present graphics, we introduce and use R, as well as other standard packages. Participants choose an area for further investigation related to their interests. This unit is appropriate for study at any stage of the graduate program: as an introduction early in the program, or as an overview towards the end of the program.</p>",https://coursehandbook.mq.edu.au/2023/units/STAT8123/,"{'prerequisite': ['(Admission to MAppStat or MDataSc or MSc or MScInnovation or GradCertAppStat or GradDipAppStat or MLabAQMgt or GradDipLabAQMgt or GradCertLabAQMgt or MBiotech or GradDipBiotech or MBioBus or MActPrac or MMarScMgt or GradDipMarScMgt or MBusAnalytics) or (Admission to BMathScMAppStat and STAT1378)'], 'NCCW (pre-2020 units)': ['STAT823']}","{'Assignment 3': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>A data set with some documentation will be given. This data set must be analysed as per the guidelines given on iLearn. The statistical package R must be used.</p>'}, 'Assignment 2': {'assessment_type': 'Quantitative analysis task', 'assessment_weight': '35', 'assessment_hurdle': 'No', 'assessment_description': '<p>A data set with some documentation will be given. This data set must be analysed graphically according to the details given in the assignment. Appropriate statistical graphics explored or mentioned in the lectures should be used. The statistical package R must be used.</p>'}, 'Assignment 1': {'assessment_type': 'Qualitative analysis task', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>Five statistical graphics should be collected and critiqued using the methods discussed in lectures and SGTAs. Details will be given in iLearn.\xa0</p>\n<p>\xa0</p>'}}",False,Statistical Graphics
COMP8210,2024,['Session 2 - In person-scheduled-weekday'],"<p>This unit introduces students to the specialised technologies required for big data applications in business, organisations and scientific research. It covers specialised methods for storing, manipulating, analysing and exploiting the ever-increasing amounts of data that are encountered in practical applications, and provides hands-on training in advanced topics such as distributed computing clusters and &#39;cloud computing&#39;.</p>",https://coursehandbook.mq.edu.au/2024/units/COMP8210/,"{'prerequisite': ['COMP6210'], 'NCCW (pre-2020 units)': ['ITEC874']}","{'Assignment 2 - Processing Data': {'assessment_type': 'Practice-based task', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>In this assignment you will apply techniques to index, search and process high-dimensional data.</p>'}, 'Assignment 3 - Data Analysis': {'assessment_type': 'Practice-based task', 'assessment_weight': '25', 'assessment_hurdle': 'No', 'assessment_description': '<p>In this assignment you will perform analysis of Big Data.</p>'}, 'Problem Analysis Report': {'assessment_type': 'Case study/analysis', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>A report on a major problem analysis on Big Data Technologies.</p>'}, 'Assignment 1 - Data Lakes': {'assessment_type': 'Practice-based task', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>In this assignment you will explore the management of big data using data lake technology.</p>'}}",False,Big Data Technologies
COMP8851,2024,"['Session 1 - In person-scheduled-weekday', 'Session 2 - In person-scheduled-weekday']","<p>This unit provides the option of either an industry-based internship or an internally supervised research project as a major project experience for students in the Masters program.</p>
<p>An internally supervised project may comprise literature research, a case study, a software project development, or a project sponsored by the candidate&#39;s employer. Candidates are expected to demonstrate initiative and independence in researching, executing and documenting an involved information and communications technology project as well as its ethical implications.</p>
<p>The industry-based internship helps students gain experience in industry. Students work with both industry and academic supervisors to complete a major project or a few smaller projects in situ. Project topics will be agreed between the university, the student and the industry partner. Candidates may complete the project work at the industry partner&#39;s location or their own place of employment, subject to University approval. Assessment will be based on a combination of written reports and presentations. This unit provides an opportunity for students to complete an internship working part-time over the course of a semester.</p>",https://coursehandbook.mq.edu.au/2024/units/COMP8851/,"{'NCCW (pre-2020 units)': ['ITEC897, ITEC898, ITEC903, ITEC904'], 'prerequisite': ['(Admission to MDataSc and 40cp at 8000 level) or ((Admission to MInfoTechNetworking or MInfoSysMgmt or MInfoTechCyberSec or MInfoTechIoT or MInfoTechAI) and 60cp at 8000 level)']}","{'Final presentation': {'assessment_type': 'Presentation', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>A presentation to the class at the end of the semester covering the final project outcomes.</p>'}, 'Mid-semester presentation': {'assessment_type': 'Presentation', 'assessment_weight': '10', 'assessment_hurdle': 'No', 'assessment_description': '<p>Presentation to the class on the industry-based internship or an internally supervised research project, so far.</p>'}, 'Final Project Report': {'assessment_type': 'Project', 'assessment_weight': '50', 'assessment_hurdle': 'No', 'assessment_description': '<p>A report on the final outcomes of the project.</p>'}, 'Mid-term report': {'assessment_type': 'Report', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>A report describing, in a systematic manner the progress made in the project.</p>'}}",False,Major Project
COMP8221,2024,"['Session 2 - In person-scheduled-weekday', 'Session 1 - In person-scheduled-weekday']","<p>In contrast to other units focussing on foundations or applications of machine learning, this unit focusses on theoretical underpinnings of machine learning, and deep learning in particular, and the advanced techniques in machine learning that come from understanding them.  The unit covers the theoretical properties of various kinds of machine learning approaches, and advanced techniques like autoencoders, representation learning, Generative Adversarial Networks and deep generative models.</p>",https://coursehandbook.mq.edu.au/2024/units/COMP8221/,{'prerequisite': ['COMP6420']},"{'Assignment 2': {'assessment_type': 'Project', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>This assignment will require the design and implementation of an advanced machine learning technique to solve a particular problem, along with answering some related theory questions.</p>'}, 'Exam': {'assessment_type': 'Examination', 'assessment_weight': '40', 'assessment_hurdle': 'No', 'assessment_description': '<p>Demonstrate an understanding of a selection of topics covered in the unit.</p>'}, 'Assignment 1': {'assessment_type': 'Project', 'assessment_weight': '30', 'assessment_hurdle': 'No', 'assessment_description': '<p>This assignment will require the design and implementation of an advanced machine learning technique to solve a particular problem, along with answering some related theory questions.</p>'}}",False,Advanced Machine Learning
